Hydrology 2,Water Chemistry,Treatment,Rep,Depth,Date,ClppmmgL,SO4mgL,NH4mgL,NO3NmgL,PO4mgL,NPOCmg/L,TNmgL,BrmgL,DIN (mg/L),DON (mg/L)
Flooded,ASW-SO4,CF,2,5cm,9/14/10,3.0735277,0.0775912,10.2043645,0.00498082,0.008639,58.28,12.5,0.05573865,10.2093453,2.29065472
Flooded,ASW-SO4,CF,3,5cm,9/14/10,1042.45294,8.34666699,8.95471007,0.176123,0.0025,33.87,10.36,3.48839582,9.13083307,1.22916693
Flooded,ASW-SO4,CF,4,5cm,9/14/10,1277.92786,6.22997151,10.0571029,0.20689703,0.00739388,40.92,11.77,4.44973135,10.2639999,1.50600009
Flooded,ASW-SO4,CF,5,5cm,9/14/10,28.0124248,0.14565502,15.1640417,0.00505997,0.01223948,39.46,17.6,0.0910856,15.1691017,2.4308983
Flooded,ASW-SO4,CF,1,5cm,9/21/10,1112.31206,3.75549897,13.52052,0.30232956,0.00576042,39.13,15.12,4.89241684,13.8228496,1.29715044
Flooded,ASW-SO4,CF,2,5cm,9/21/10,1958.51477,7.1309507,13.28668,0.65198924,0.00750891,58.38,16.2,9.29768746,13.9386692,2.26133076
Flooded,ASW-SO4,CF,3,5cm,9/21/10,249.860993,7.24177762,14.40312,0.75202381,0.0059793,33.04,15.5,7.30094424,15.1551438,0.34485619
Flooded,ASW-SO4,CF,4,5cm,9/21/10,1398.58544,13.287526,14.344,1.09094558,0.00645148,39.81,15.68,12.3369333,15.4349456,0.24505442
Flooded,ASW-SO4,CF,5,5cm,9/21/10,4966.12196,15.6484447,20.35116,1.67839306,0.01298301,51.38,25.44,23.8809143,22.0295531,3.41044694
Flooded,ASW-SO4,CF,1,5cm,10/5/10,2378.23269,62.0441211,26.3249484,2.12967264,0.01683638,42.37,29.64,2.31793124,28.454621,1.18537897
Flooded,ASW-SO4,CF,2,5cm,10/5/10,1912.64036,5.63838978,,0.0005,,99.525,31.635,2.8069864,,
Flooded,ASW-SO4,CF,3,5cm,10/5/10,2765.61719,11.3065559,9.73627097,0.0005,0.00798598,26.95,10.92,3.39276589,9.73677097,1.18322903
Flooded,ASW-SO4,CF,4,5cm,10/5/10,1860.70193,109.682387,23.809569,0.0005,0.01110556,33.46,26.74,1.76923485,23.810069,2.92993097
Flooded,ASW-SO4,CF,5,5cm,10/5/10,5878.29557,15.5931568,40.169,0.0005,0.01451843,75.32,44.37,6.41770057,40.1695,4.2005
Flooded,ASW-SO4,CF,1,5cm,10/19/10,2710.15505,101.338914,32.0971825,3.78543846,0.0130535,53.81,32.2,6.15008678,35.882621,-3.682621
Flooded,ASW-SO4,CF,2,5cm,10/19/10,1800.50324,0.005,24.7811138,0.0005,0.0168791,66.18,25.55,2.76658214,24.7816138,0.76838625
Flooded,ASW-SO4,CF,3,5cm,10/19/10,2564.36713,0.005,2.97128563,0.0005,0.00292363,19.58,9.266,5.07813225,2.97178563,6.29421437
Flooded,ASW-SO4,CF,4,5cm,10/19/10,2281.99426,0.005,40.453344,0.0005,0.0358131,44.5,39.83,4.67779246,40.453844,-0.623844
Flooded,ASW-SO4,CF,5,5cm,10/19/10,6543.99457,0.005,44.1555821,0.0005,0.0143287,66.22,43.49,13.311763,44.1560821,-0.6660821
Flooded,ASW-SO4,CF,1,5cm,11/2/10,3078.01311,0.005,26.7579192,0.0005,0.01155575,36.58,20.53,7.91442492,26.7584192,-6.2284192
Flooded,ASW-SO4,CF,2,5cm,11/2/10,3469.52213,0.005,33.7066515,0.0005,0.01188007,33.34,16.75,2.38477,33.7071515,-16.957152
Flooded,ASW-SO4,CF,3,5cm,11/2/10,2607.5009,0.005,7.51423043,0.0005,0.00726216,19.87,7.508,0.89811309,7.51473043,-0.0067304
Flooded,ASW-SO4,CF,4,5cm,11/2/10,2827.18874,0.005,42.7026934,0.0005,0.01075593,50.97,38.6,2.65523079,42.7031934,-4.1031934
Flooded,ASW-SO4,CF,5,5cm,11/2/10,10061.3001,0.005,49.7460119,0.0005,0.02697982,55.21,45.67,0.93320145,49.7465119,-4.0765119
Flooded,ASW-SO4,CF,1,5cm,11/16/10,3955.59187,0.005,14.3006615,0.12387914,0.01079692,33.36,17.22,7.51751005,14.4245406,2.79545937
Flooded,ASW-SO4,CF,2,5cm,11/16/10,3266.54293,0.005,32.3888063,0.10238941,0.00879792,54.825,38.975,6.20603578,32.4911957,6.48380427
Flooded,ASW-SO4,CF,3,5cm,11/16/10,3336.15775,0.005,8.39162609,0.13840086,0.00703053,26.09,9.231,5.78514665,8.53002695,0.70097305
Flooded,ASW-SO4,CF,4,5cm,11/16/10,4832.70722,0.005,58.1755494,0.12265459,0.01350538,67.725,76.6,10.0582677,58.298204,18.301796
Flooded,ASW-SO4,CF,5,5cm,11/16/10,8436.39292,0.005,40.4937793,0.35710162,0.02521479,41.63,36.74,17.8251697,40.8508809,-4.1108809
Flooded,ASW-SO4,CF,1,5cm,11/30/10,4231.39537,0.78805062,26.85792,3.12792246,0.00819303,43.8081,21.86,3.02192308,29.9858425,-8.1258425
Flooded,ASW-SO4,CF,2,5cm,11/30/10,4984.825,0.005,39.89472,0.0005,0.01063952,53.8335,34.86,4.34966115,39.89522,-5.03522
Flooded,ASW-SO4,CF,3,5cm,11/30/10,3168.07581,1.22448173,34.28352,0.0005,0.00314825,15.5547,10.56,0.36619015,34.28402,-23.72402
Flooded,ASW-SO4,CF,4,5cm,11/30/10,6576.9923,0.005,66.087,0.0005,0.01578354,82.3473,72.71,2.34990333,66.0875,6.6225
Flooded,ASW-SO4,CF,5,5cm,11/30/10,12437.0909,0.005,50.56252,0.0005,0.0025,38.83446,47.78,3.68664583,50.56302,-2.78302
Drought,SO4,DD,1,15cm,8/24/10,6.66707898,16.524425,0.607,0.03518884,0.0139248,57.77,2.285,0.12552739,0.64218884,1.64281117
Drought,SO4,DD,2,15cm,8/24/10,5.57406361,10.2269809,0.22,0.06077578,0.0025,63.79,1.958,0.12112098,0.28077578,1.67722422
Drought,SO4,DD,3,15cm,8/24/10,4.13414571,12.1245007,0.43,0.04581479,0.0025,74.73,2.210471,0.12181942,0.47581479,1.73465621
Drought,SO4,DD,4,15cm,8/24/10,3.46196775,11.8973374,0.367,0.04762929,0.0025,53.77,1.9007,0.09906786,0.41462929,1.48607071
Drought,SO4,DD,5,15cm,8/24/10,3.42286951,19.4466388,0.035,1.34521781,0.00524976,50.24,2.533409,0.005,1.38021781,1.15319119
Drought,SO4,DD,1,15cm,8/31/10,6.5701237,10.0292224,0.98771341,0.09044455,0.01209009,54.65,2.455,0.23812313,1.07815796,1.37684204
Drought,SO4,DD,2,15cm,8/31/10,7.32049417,33.030302,0.58957476,0.0444238,0.0065098,51.03,2.078,0.2557383,0.63399856,1.44400144
Drought,SO4,DD,3,15cm,8/31/10,7.49449032,83.0557666,1.13396394,0.07143503,0.0025,50.88,2.848,0.22827892,1.20539897,1.64260103
Drought,SO4,DD,4,15cm,8/31/10,84.0226626,266.328296,0.71778987,0.44171028,0.0025,80.1,2.921489,2.39081627,1.15950016,1.76198884
Drought,SO4,DD,5,15cm,8/31/10,3.88180948,23.7053248,0.48463701,0.03403342,0.0025,54.79,1.579841,0.05505705,0.51867043,1.06117057
Drought,SO4,DD,1,15cm,9/7/10,0.11526151,13.4257387,,3.45651372,,35.42,6.715,0.005,,
Drought,SO4,DD,2,15cm,9/7/10,7.58469319,69.5581912,0.91645583,0.4065556,0.0025,31.31,1.984,2.99653883,1.32301142,0.66098858
Drought,SO4,DD,3,15cm,9/7/10,7.57437845,101.311114,1.15617932,0.4206554,0.0025,32.32,2.377,2.87587833,1.57683473,0.80016527
Drought,SO4,DD,4,15cm,9/7/10,3.53589153,97.1966671,1.64779718,0.40478152,0.0025,34.71,2.306,3.3898788,2.0525787,0.2534213
Drought,SO4,DD,5,15cm,9/7/10,3.91011916,56.0974307,0.9939055,0.42145055,0.0025,37.99,2.278,3.30487608,1.41535605,0.86264395
Drought,SO4,DD,1,15cm,9/14/10,2.57254225,11.1904505,0.03609221,6.23967064,0.0025,36.248,10.00976,0.005,6.27576285,3.73399715
Drought,SO4,DD,2,15cm,9/14/10,5.04889828,93.7800903,0.07137952,3.01515779,0.0025,20.07,3.621944,0.005,3.08653731,0.53540669
Drought,SO4,DD,3,15cm,9/14/10,2.75300032,255.609395,0.729772,0.0998512,0.0025,19.91,1.448128,0.005,0.8296232,0.6185048
Drought,SO4,DD,4,15cm,9/14/10,3.569529,249.707926,2.195808,0.10732684,0.0025,17.03,2.902584,0.005,2.30313484,0.59944916
Drought,SO4,DD,5,15cm,9/14/10,19.3498623,90.4269967,0.35574768,2.74297782,0.0025,23.84,4.059596,0.005,3.0987255,0.9608705
Drought,SO4,DD,1,15cm,9/21/10,4.3833602,9.03844401,,8.86362392,,,,0.005,,
Drought,SO4,DD,2,15cm,9/21/10,8.34284061,173.29275,,2.89024919,,17.5574,2.950354,0.005,,
Drought,SO4,DD,3,15cm,9/21/10,19.4807975,303.580444,1.42728847,0.17793468,0.0025,17.35265,1.947184,0.005,1.60522315,0.34196085
Drought,SO4,DD,4,15cm,9/21/10,13.3956895,266.17338,2.30648867,0.16287138,0.0025,15.41435,2.78906,16.520316,2.46936005,0.31969995
Drought,SO4,DD,5,15cm,9/21/10,77.9401733,693.571118,,103.348503,,20.5604,9.76348,0.005,,
Drought,SO4,DD,1,15cm,10/5/10,6.88867468,10.1660176,,22.7671116,,33.32,24.84,0.005,,
Drought,SO4,DD,2,15cm,10/5/10,8.45117731,119.228951,0.16575297,18.1269951,0.00526035,23.47,18.91,0.005,18.2927481,0.61725193
Drought,SO4,DD,3,15cm,10/5/10,9.58455035,304.179958,1.49800323,0.03475428,0.0045524,18.64,2.394,0.005,1.5327575,0.8612425
Drought,SO4,DD,4,15cm,10/5/10,9.98779415,252.279394,3.25342323,0.0005,0.00503719,39.93,6.0015,0.005,3.25392323,2.74757677
Drought,SO4,DD,1,15cm,10/19/10,6.94694983,19.8785818,0.00914449,39.7021114,0.0025,43.04,45.64,0.005,39.7112559,5.92874406
Drought,SO4,DD,2,15cm,10/19/10,8.96553646,151.414028,0.01045712,36.2048777,0.0025,23.36,40.09,0.005,36.2153348,3.87466519
Drought,SO4,DD,3,15cm,10/19/10,2.22113175,309.95424,0.83137201,0.496649,0.00778533,12.65,1.9,0.005,1.32802102,0.57197898
Drought,SO4,DD,4,15cm,10/19/10,10.821315,312.128096,3.57046732,0.02118483,0.00520305,14.44,4.384,0.005,3.59165215,0.79234785
Drought,SO4,DD,5,15cm,10/19/10,8.8833989,67.3676929,0.01344107,52.3113639,0.0025,29.4,58.12,0.005,52.3248049,5.79519505
Drought,SO4,DD,1,15cm,11/2/10,9.80354579,48.5027971,0.05575931,77.782884,0.00414391,25.44,80.55,0.005,77.8386433,2.71135674
Drought,SO4,DD,3,15cm,11/2/10,1.91047129,347.039659,2.0375473,0.0005,0.0025,16.97,2.282,0.005,2.0380473,0.2439527
Drought,SO4,DD,4,15cm,11/2/10,5.78460864,315.003563,3.54806087,0.0005,0.00356863,21.26,3.836,0.005,3.54856087,0.28743913
Drought,SO4,DD,1,15cm,11/16/10,10.4182368,121.216043,,107.905993,,35.421868,103.88785,0.005,,
Drought,SO4,DD,3,15cm,11/16/10,0.93975946,353.192775,1.6898581,0.04929219,0.0025,7.966,2.031,0.005,1.7391503,0.2918497
Drought,SO4,DD,4,15cm,11/16/10,3.50233579,364.015544,3.72836441,0.02194196,0.00407111,38.5,5.89,0.005,3.75030637,2.13969363
Drought,SO4,DD,1,15cm,,9.57114248,217.305367,0.44072081,139.229102,0.0025,,,0.005,139.669823,
Drought,SO4,DD,3,15cm,11/30/10,0.7531344,359.124265,0.0025,4.56996101,0.0025,8.710086,4.851,0.005,4.57246101,0.27853899
Drought,SO4,DD,4,15cm,11/30/10,1.78004814,354.301861,4.12361783,0.09237763,0.0025,9.953496,3.631,0.005,4.21599546,-0.5849955
Drought,SO4,DD,5,15cm,,11.4115249,100.894326,0.11143984,164.181776,0.0025,,,0.005,164.293216,
Drought,SO4,DD,1,25cm,8/24/10,6.31401663,12.8651876,0.332,0.02222246,0.0025,41.12,1.449,0.09768518,0.35422246,1.09477754
Drought,SO4,DD,2,25cm,8/24/10,4.07853289,5.24657316,0.218,0.04654306,0.0296976,67.82,1.926,0.09819853,0.26454306,1.66145694
Drought,SO4,DD,3,25cm,8/24/10,3.6077569,9.78828874,0.373,0.02170213,0.0025,36.23,1.007423,0.0961089,0.39470213,0.61272087
Drought,SO4,DD,4,25cm,8/24/10,1.71333944,8.7557903,0.775,0.04727123,0.0025,91.86,5.112755,0.08562079,0.82227123,4.29048377
Drought,SO4,DD,5,25cm,8/24/10,6.84331126,25.4325878,0.357,0.30490055,0.0025,36.54,1.892384,0.06759649,0.66190055,1.23048345
Drought,SO4,DD,1,25cm,8/31/10,6.66806307,7.33277418,0.4715889,0.02396988,0.0025,38.32,1.948,0.06164972,0.49555878,1.45244122
Drought,SO4,DD,2,25cm,8/31/10,6.54170768,102.459854,0.7880348,0.08270712,0.0025,29.27,2.154,0.18459368,0.87074192,1.28325808
Drought,SO4,DD,3,25cm,8/31/10,6.10952215,70.734534,0.99482916,0.07050223,0.0025,49.89,2.263,0.19289162,1.06533139,1.19766861
Drought,SO4,DD,4,25cm,8/31/10,4.37305054,51.7961905,1.55992258,0.03094164,0.0025,52.55,3.574988,0.09406893,1.59086422,1.98412378
Drought,SO4,DD,5,25cm,8/31/10,5.25846568,63.5117421,0.73586384,0.03110874,0.0025,25.56,1.522322,0.07234861,0.76697258,0.75534942
Drought,SO4,DD,1,25cm,9/7/10,0.005,11.2441241,0.19238194,1.84537052,0.0025,29.69,3.312,0.005,2.03775246,1.27424754
Drought,SO4,DD,2,25cm,9/7/10,2.92083245,91.3847699,1.07586861,0.40402542,0.0025,30.77,2.185,2.90887816,1.47989403,0.70510597
Drought,SO4,DD,3,25cm,9/7/10,3.82030364,79.2276911,1.42492945,0.39632948,0.0025,48.74,2.894,2.8962714,1.82125893,1.07274107
Drought,SO4,DD,4,25cm,9/7/10,3.06398505,100.620321,2.39370944,0.40223095,0.0025,0.5497,0.1717,3.32012292,2.79594039,-2.6242404
Drought,SO4,DD,5,25cm,9/7/10,1.9297022,97.4497302,1.48578108,0.40188158,0.0025,21.71,1.898,3.25286127,1.88766267,0.01033733
Drought,SO4,DD,1,25cm,9/14/10,3.55426807,6.88368488,0.33183306,3.74913971,0.0025,29.175,6.158739,0.005,4.08097277,2.07776623
Drought,SO4,DD,2,25cm,9/14/10,1.69592688,325.013604,0.03359701,0.51715937,0.0025,22.98,2.123298,0.005,0.55075637,1.57254163
Drought,SO4,DD,3,25cm,9/14/10,1.99960696,150.752104,1.500388,0.07348019,0.0025,29.21,2.394536,0.40492504,1.57386819,0.82066781
Drought,SO4,DD,4,25cm,9/14/10,1.87792338,201.42972,3.002628,0.06174111,0.0025,20.39,3.62082,0.40014942,3.06436911,0.55645089
Drought,SO4,DD,5,25cm,9/14/10,9.38728443,104.878653,1.5432,0.38259613,0.0025,25.08,3.159345,0.005,1.92579613,1.23354887
Drought,SO4,DD,3,25cm,9/21/10,9.09728791,216.633624,1.82918968,0.08622751,0.0025,27.167,2.711504,0.72804167,1.91541719,0.79608681
Drought,SO4,DD,4,25cm,9/21/10,9.11097354,196.761534,3.38962773,0.09193777,0.0025,25.56995,4.121562,0.76461201,3.4815655,0.6399965
Drought,SO4,DD,5,25cm,9/21/10,6.89790651,103.772263,1.20691738,3.50383709,0.0025,22.6352,5.403484,0.005,4.71075447,0.69272953
Drought,SO4,DD,1,25cm,10/5/10,10.5608988,8.71100765,,17.4481242,,21.7,18.58,0.005,,
Drought,SO4,DD,3,25cm,10/5/10,8.4120843,170.922888,2.1631329,0.0005,0.00559118,33.13,3.336,0.005,2.1636329,1.1723671
Drought,SO4,DD,4,25cm,10/5/10,8.54338919,186.353668,3.46048852,0.0005,0.00476809,27.57,4.355,0.005,3.46098852,0.89401148
Drought,SO4,DD,5,25cm,10/5/10,6.53596059,76.0238495,,9.96635376,,32.98,14.21,0.005,,
Drought,SO4,DD,1,25cm,10/19/10,8.28206956,20.8685994,0.06780496,32.0688324,0.0025,25.06,35.92,0.005,32.1366374,3.78336264
Drought,SO4,DD,3,25cm,10/19/10,5.03330508,263.065225,1.57399007,0.09608985,0.00418289,11.44,1.793,0.005,1.67007992,0.12292008
Drought,SO4,DD,4,25cm,10/19/10,6.62119232,253.186968,4.03942122,0.01435157,0.00402349,18.69,4.782,0.005,4.05377279,0.72822721
Drought,SO4,DD,5,25cm,10/19/10,6.73309405,65.632334,6.05326026,18.1919415,0.00517778,37.06,24.96,0.005,24.2452018,0.7147982
Drought,SO4,DD,1,25cm,11/2/10,9.39818869,55.3293381,0.24655721,57.7262105,0.0025,19.03,59.2,0.005,57.9727677,1.22723231
Drought,SO4,DD,3,25cm,11/2/10,4.98200544,324.123544,2.57369486,0.0005,0.0025,21.81,2.828,0.005,2.57419486,0.25380514
Drought,SO4,DD,4,25cm,11/2/10,5.73574736,265.551682,3.69311322,0.0005,0.0025,25.63,3.718,0.005,3.69361322,0.02438678
Drought,SO4,DD,1,25cm,11/16/10,10.1102832,118.130613,0.0025,84.3278553,0.0030696,15.93,78.09,2.9322549,84.3303553,-6.2403553
Drought,SO4,DD,3,25cm,11/16/10,3.36581336,337.060184,2.60444239,0.01147042,0.00267631,10.5,2.782,0.005,2.61591281,0.16608719
Drought,SO4,DD,4,25cm,11/16/10,3.98850355,334.573449,3.75452144,0.01131005,0.00270861,35.35,5.815,0.005,3.76583149,2.04916851
Drought,SO4,DD,1,25cm,11/30/10,9.34552651,160.052311,0.0135881,92.5872884,0.0025,,,0.005,92.6008765,
Drought,SO4,DD,3,25cm,11/30/10,0.005,0.005,0.42912066,0.0005,0.0025,8.789508,5.35,0.005,0.42962066,4.92037934
Drought,SO4,DD,4,25cm,11/30/10,1.77242793,362.440219,3.94413519,0.04147449,0.0025,,,0.005,3.98560968,
Drought,SO4,DD,5,25cm,11/30/10,16.1355456,104.183514,14.8739,73.1947479,0.0025,157.58,97.1,0.005,88.0686479,9.03135214
Drought,SO4,DD,1,5cm,8/24/10,4.48883099,13.5284837,0.54,0.02603601,0.00640296,47.82,1.821,0.18437384,0.56603601,1.25496399
Drought,SO4,DD,2,5cm,8/24/10,4.55601184,11.1081304,0.378,0.04185252,0.0314088,72.68,2.675,0.11776747,0.41985252,2.25514748
Drought,SO4,DD,3,5cm,8/24/10,3.36994443,12.3570559,0.462,0.04361803,0.0025,55.15,2.172356,0.11216501,0.50561803,1.66673797
Drought,SO4,DD,4,5cm,8/24/10,7.2475444,16.625179,0.524,0.02631657,0.0056292,38.02,1.555586,0.10796648,0.55031657,1.00526943
Drought,SO4,DD,5,5cm,8/24/10,5.95656875,23.938394,0.0025,22.4614303,0.0025,37.32,25.28252,0.005,22.4639303,2.81858974
Drought,SO4,DD,1,5cm,8/31/10,6.90634927,16.128793,0.65412185,0.31462679,0.0025,44.14,2.54,0.07294124,0.96874863,1.57125137
Drought,SO4,DD,2,5cm,8/31/10,4.07357089,5.90815862,1.04783906,0.11021393,0.03886852,110.9,4.946,0.18740763,1.15805298,3.78794702
Drought,SO4,DD,3,5cm,8/31/10,9.03688032,23.7442715,1.22143516,0.05466685,0.00524112,85.4,3.96,0.22012857,1.27610201,2.68389799
Drought,SO4,DD,4,5cm,8/31/10,10.8900121,15.3056497,0.8811388,0.01514292,0.0025,116.5,5.46,0.15311779,0.89628173,4.56371827
Drought,SO4,DD,5,5cm,8/31/10,3.89202423,16.5306851,0.34808408,0.36438108,0.0025,72.32,3.462029,0.03888349,0.71246516,2.74956384
Drought,SO4,DD,1,5cm,9/7/10,0.005,26.8976277,0.1360957,2.71858767,0.01471038,50.31,7.448,0.005,2.85468338,4.59331662
Drought,SO4,DD,2,5cm,9/7/10,0.005,10.4294787,,0.55385967,,42.84,1.763,2.90630058,,
Drought,SO4,DD,3,5cm,9/7/10,0.005,25.3595211,0.19016123,0.70519736,0.0025,57.95,2.387,2.85679191,0.89535859,1.49164141
Drought,SO4,DD,4,5cm,9/7/10,1.85044344,23.3163566,0.31433974,0.62487146,0.0025,97.91,3.79,2.80857947,0.9392112,2.8507888
Drought,SO4,DD,5,5cm,9/7/10,0.005,23.4278863,0.12399576,0.49941103,0.0025,69.62,2.396,0.005,0.62340678,1.77259322
Drought,SO4,DD,3,5cm,9/14/10,3.6968711,61.773661,0.01544379,0.29438633,0.0025,33.06,1.498708,0.005,0.30983012,1.18887788
Drought,SO4,DD,4,5cm,9/14/10,5.23195395,23.34524,0.0414795,0.50359568,0.0025,69.1,2.636758,0.005,0.54507518,2.09168282
Drought,SO4,DD,5,5cm,9/14/10,4.7792353,22.5299254,0.03656025,1.29587424,0.0025,54.65,2.67104,0.005,1.33243449,1.33860551
Drought,SO4,DD,3,5cm,9/21/10,6.69963551,93.6968517,0.06302256,0.32803967,0.00579635,22.7444,1.315496,0.005,0.39106223,0.92443377
Drought,SO4,DD,4,5cm,9/21/10,6.06523857,57.6901879,0.03921018,0.68321402,0.0067855,39.43835,2.096114,0.005,0.72242419,1.37368981
Drought,SO4,DD,5,5cm,9/21/10,53.6798451,481.077724,,94.9909443,,38.8549,9.608784,0.005,,
Drought,SO4,DD,3,5cm,10/5/10,11.1259767,261.25521,0.01656653,0.85209618,0.00429361,17.91,1.277,0.005,0.86866271,0.40833729
Drought,SO4,DD,4,5cm,10/5/10,13.6342145,145.584134,0.01057181,0.2336807,0.00446328,20.58,1.311,0.005,0.24425251,1.06674749
Drought,SO4,DD,5,5cm,10/5/10,8.95637475,64.0116797,,29.4383703,,36.3,36.84,0.005,,
Drought,SO4,DD,3,5cm,10/19/10,3.52667002,259.738181,0.03255791,5.9129777,0.00714773,19.41,6.711,0.005,5.94553561,0.76546439
Drought,SO4,DD,4,5cm,10/19/10,9.66105196,159.563077,0.01532419,0.87559043,0.00639058,22.84,2.032,0.005,0.89091461,1.14108539
Drought,SO4,DD,3,5cm,11/2/10,2.3887254,318.781211,0.0025,0.96362215,0.0025,17.53,1.659,0.005,0.96612215,0.69287785
Drought,SO4,DD,4,5cm,11/2/10,9.7818712,260.367239,0.0025,0.90465629,0.03276704,21.11,1.645,0.005,0.90715629,0.73784371
Drought,SO4,DD,3,5cm,11/16/10,1.17663212,287.614162,0.0025,1.0650473,0.0025,17.73,1.846,4.29307422,1.0675473,0.7784527
Drought,SO4,DD,4,5cm,11/16/10,6.33581832,281.683288,0.0025,0.43235008,0.0042514,19.19,1.448,0.005,0.43485008,1.01314992
Drought,SO4,DD,3,5cm,11/30/10,0.93490862,320.187407,0.0025,14.1597558,0.0025,17.87226,14.02,0.005,14.1622558,-0.1422558
Drought,SO4,DD,4,5cm,11/30/10,3.63204277,315.474507,0.0025,2.42739467,0.0025,,,0.005,2.42989467,
Flooded,SO4,DF,1,15cm,8/24/10,2.06938216,10.6717524,0.371,0.04564254,0.00504144,82.75,2.441933,0.08880938,0.41664254,2.02529046
Flooded,SO4,DF,2,15cm,8/24/10,10.739008,22.2666126,0.752,0.11983501,0.00597144,64.46,2.471732,0.12087274,0.87183501,1.59989699
Flooded,SO4,DF,3,15cm,8/24/10,4.09643198,22.3109329,0.425,0.04114527,0.00634344,87.23,2.611718,0.11256931,0.46614527,2.14557273
Flooded,SO4,DF,4,15cm,8/24/10,5.94190051,22.7230485,0.76,0.06669596,0.0083448,66.81,2.674088,0.09836761,0.82669596,1.84739204
Flooded,SO4,DF,5,15cm,8/24/10,5.2288604,18.8571737,0.2568,0.09669585,0.01401005,60.46,2.311649,0.10495758,0.35349585,1.95815315
Flooded,SO4,DF,1,15cm,8/31/10,2.59871213,8.88758075,0.84724431,0.01977334,0.00775267,122.9,3.89654,0.07853915,0.86701765,3.02952235
Flooded,SO4,DF,2,15cm,8/31/10,16.2625846,22.9381661,1.31944497,0.04161792,0.0056987,71.21,3.419063,0.16605975,1.36106289,2.05800011
Flooded,SO4,DF,3,15cm,8/31/10,4.44846714,33.6363407,0.76271449,0.06477293,0.0025,83.59,3.177899,0.12550907,0.82748742,2.35041158
Flooded,SO4,DF,4,15cm,8/31/10,6.34905785,15.0653769,0.92544321,0.01988198,0.0025,81.67,3.278384,0.09568831,0.9453252,2.3330588
Flooded,SO4,DF,5,15cm,8/31/10,3.75564484,26.1348736,0.76662056,0.02172437,0.0025,61.62,2.28185,0.08848283,0.78834493,1.49350507
Flooded,SO4,DF,1,15cm,9/7/10,0.005,13.0027824,1.26615117,0.39910405,0.00850714,113.5,4.646,3.36320979,1.66525521,2.98074479
Flooded,SO4,DF,2,15cm,9/7/10,10.555542,24.2364453,1.66473029,0.39875723,0.0025,78.29,3.866,3.24267581,2.06348752,1.80251248
Flooded,SO4,DF,3,15cm,9/7/10,0.005,51.5319546,1.29927634,0.42506414,0.00691923,69.71,3.186,3.17541862,1.72434047,1.46165953
Flooded,SO4,DF,4,15cm,9/7/10,0.93212893,34.7952616,1.43284673,0.39806358,0.00726214,66.49,3.31,3.10815251,1.83091031,1.47908969
Flooded,SO4,DF,5,15cm,9/7/10,0.005,85.4026302,1.82018699,0.40243539,0.0025,39.01,2.926,3.00659629,2.22262238,0.70337762
Flooded,SO4,DF,1,15cm,9/14/10,6.79116887,30.2175561,1.785312,0.02471798,0.0025,98.6,4.195746,0.2566641,1.81002998,2.38571602
Flooded,SO4,DF,2,15cm,9/14/10,13.4513953,43.0331476,2.1436,0.01563456,0.0025,72.86,4.52156,0.23458633,2.15923456,2.36232544
Flooded,SO4,DF,3,15cm,9/14/10,3.37388372,77.2865517,1.829412,0.08331735,0.0025,61.47,4.515524,0.38395826,1.91272935,2.60279465
Flooded,SO4,DF,4,15cm,9/14/10,6.45589909,85.0799524,2.124088,0.03002113,0.0025,68.42,4.253632,0.35443175,2.15410913,2.09952287
Flooded,SO4,DF,5,15cm,9/14/10,0.15647572,289.028683,2.967588,0.1365928,0.0025,24.4,4.313,0.74449147,3.1041808,1.2088192
Flooded,SO4,DF,1,15cm,9/21/10,1.32428016,180.810963,3.54474427,0.07837379,0.0025,37.6502,4.354792,0.6322806,3.62311806,0.73167394
Flooded,SO4,DF,2,15cm,9/21/10,8.3998113,106.324511,2.65133587,0.06474318,0.0025,46.29065,4.12662,0.57722296,2.71607904,1.41054096
Flooded,SO4,DF,3,15cm,9/21/10,4.24613955,107.82541,2.66809166,0.05400467,0.0025,44.5298,3.920928,0.23160348,2.72209633,1.19883167
Flooded,SO4,DF,4,15cm,9/21/10,5.26910776,86.0829935,2.24083859,0.02944604,0.0025,43.7381,3.730972,0.32664886,2.27028463,1.46068737
Flooded,SO4,DF,5,15cm,9/21/10,0.68437658,290.872946,2.78729086,0.12226133,0.0025,26.06135,3.294298,0.005,2.90955219,0.38474581
Flooded,SO4,DF,1,15cm,10/5/10,1.22439186,272.859014,1.66937981,0.0005,0.00455292,25.99,2.576,0.005,1.66987981,0.90612019
Flooded,SO4,DF,2,15cm,10/5/10,6.65839551,107.665654,2.31905484,0.00557089,0.0086891,46.93,3.743,0.04381502,2.32462573,1.41837427
Flooded,SO4,DF,3,15cm,10/5/10,4.04528334,128.878597,3.11085161,0.00863999,0.00842527,42.48,4.577,0.005,3.1194916,1.4575084
Flooded,SO4,DF,4,15cm,10/5/10,9.10284248,118.269525,2.42350181,0.0005,0.00855529,38.2,3.838,0.005,2.42400181,1.41399819
Flooded,SO4,DF,5,15cm,10/5/10,1.27100021,311.212702,1.52970916,0.0005,0.00436907,31.54,2.542,0.005,1.53020916,1.01179084
Flooded,SO4,DF,1,15cm,10/19/10,1.11302263,271.502308,1.40514568,0.0153063,0.00672532,26.57,2.308,0.005,1.42045198,0.88754802
